date,death,pm10,tempf,season
1988-12-15,25,,40,Autumn
1988-12-16,23,-1.3692307,26,Autumn
1988-12-17,24,,25.5,Autumn
1988-12-18,28,-10.878122,24,Autumn
1988-12-19,19,,37.5,Autumn
1988-12-20,23,.007751938,45,Autumn
1988-12-21,24,,50,Autumn
1988-12-22,23,-9.84375,36,Autumn
1988-12-23,20,,35.5,Autumn
1988-12-24,20,.043692131,47,Autumn
1988-12-25,25,,45.5,Autumn
1988-12-26,29,-31.291338,35.5,Autumn
1988-12-27,14,,39.5,Autumn
1988-12-28,13,-17.881889,50.5,Autumn
1988-12-29,18,,30.5,Autumn
1988-12-30,22,-9.8141413,33.5,Autumn
1988-12-31,26,,40,Autumn
1989-01-01,19,-9.2777777,36,Winter
1989-01-02,23,,41,Winter
1989-01-03,28,-7.888,36,Winter
1989-01-04,16,,25.5,Winter
1989-01-05,20,-19.685076,22.5,Winter
1989-01-06,29,,30.5,Winter
1989-01-07,18,2.782258,32,Winter
1989-01-08,27,,41,Winter
1989-01-09,33,,41.5,Winter
1989-01-10,18,,34,Winter
1989-01-11,31,2.3500378,38,Winter
1989-01-12,28,,41,Winter
1989-01-13,20,,36,Winter
1989-01-14,19,,28.5,Winter
1989-01-15,19,-8.8099174,46.5,Winter
1989-01-16,28,,38.5,Winter
1989-01-17,17,-6.5987501,38.5,Winter
1989-01-18,19,,41,Winter
1989-01-19,18,43.133335,45.5,Winter
1989-01-20,22,,39,Winter
1989-01-21,23,,26,Winter
1989-01-22,19,,31,Winter
1989-01-23,21,.13041666,38.5,Winter
1989-01-24,18,,44.5,Winter
1989-01-25,19,,41.5,Winter
1989-01-26,19,,45,Winter
1989-01-27,27,6.7310925,44.5,Winter
1989-01-28,11,,38,Winter
1989-01-29,20,3.0901515,46,Winter
1989-01-30,21,,50,Winter
1989-01-31,22,2.1525424,43.5,Winter
1989-02-01,35,,56,Winter
1989-02-02,18,,48,Winter
1989-02-03,23,,40,Winter
1989-02-04,20,-6.8474574,28,Winter
1989-02-05,16,,29,Winter
1989-02-06,20,,40,Winter
1989-02-07,15,,33.5,Winter
1989-02-08,23,-10.743589,31,Winter
1989-02-09,17,,23.5,Winter
1989-02-10,24,-9.3810635,25,Winter
1989-02-11,17,,33,Winter
1989-02-12,17,-2.3017242,34,Winter
1989-02-13,30,,29.5,Winter
1989-02-14,24,,48.5,Winter
1989-02-15,20,,55,Winter
1989-02-16,25,23.774952,44,Winter
1989-02-17,20,,30.5,Winter
1989-02-18,19,,29.5,Winter
1989-02-19,24,,34,Winter
1989-02-20,24,1.9385965,41.5,Winter
1989-02-21,29,,46,Winter
1989-02-22,27,-12.309091,47.5,Winter
1989-02-23,22,,36.5,Winter
1989-02-24,16,-10.327434,27,Winter
1989-02-25,25,,27.5,Winter
1989-02-26,26,,34,Winter
1989-02-27,24,,37,Winter
1989-02-28,32,-11.327272,33,Winter
1989-03-01,22,,34.5,Winter
1989-03-02,21,,35,Winter
1989-03-03,32,,35.5,Winter
1989-03-04,18,6,41,Winter
1989-03-05,26,,42,Winter
1989-03-06,27,-8.454545,35.5,Winter
1989-03-07,19,,23.5,Winter
1989-03-08,25,-17.799999,24,Winter
1989-03-09,32,,32,Winter
1989-03-10,19,,38,Winter
1989-03-11,29,,34.5,Winter
1989-03-12,31,2.6181817,40.5,Winter
1989-03-13,32,,34,Winter
1989-03-14,22,,39.5,Winter
1989-03-15,22,,59.5,Winter
1989-03-16,24,26.555555,50,Winter
1989-03-17,28,,53,Winter
1989-03-18,24,-.99582386,62,Winter
1989-03-19,24,,38.5,Winter
1989-03-20,25,-26.616823,36,Winter
1989-03-21,19,,43.5,Winter
1989-03-22,18,,38,Winter
1989-03-23,21,,38,Winter
1989-03-24,25,-5.0157576,39,Winter
1989-03-25,16,,51,Winter
1989-03-26,26,,55.5,Winter
1989-03-27,21,,56.5,Winter
1989-03-28,30,9.7047615,71.5,Winter
1989-03-29,28,,72.5,Winter
1989-03-30,23,8.2805996,57.5,Winter
1989-03-31,18,,49.5,Winter
1989-04-01,16,-10.096154,43,Spring
1989-04-02,22,,41.5,Spring
1989-04-03,27,,58.5,Spring
1989-04-04,33,,67,Spring
1989-04-05,21,7.6833181,59.5,Spring
1989-04-06,22,,49,Spring
1989-04-07,18,,44,Spring
1989-04-08,21,,44,Spring
1989-04-09,21,-19.18,49,Spring
1989-04-10,20,,42.5,Spring
1989-04-11,18,-13.981818,42.5,Spring
1989-04-12,23,,43.5,Spring
1989-04-13,20,17.939394,46,Spring
1989-04-14,29,,45,Spring
1989-04-15,33,,51,Spring
1989-04-16,15,,55,Spring
1989-04-17,18,-14.254639,56.5,Spring
1989-04-18,19,,65,Spring
1989-04-19,10,,54.5,Spring
1989-04-20,22,,52.5,Spring
1989-04-21,13,-11.041237,54.5,Spring
1989-04-22,18,,54.5,Spring
1989-04-23,18,-11.203704,47,Spring
1989-04-24,15,,53,Spring
1989-04-25,19,32.621052,59.5,Spring
1989-04-26,29,,63.5,Spring
1989-04-27,23,,62.5,Spring
1989-04-28,20,,59.5,Spring
1989-04-29,21,-4.2478948,55.5,Spring
1989-04-30,24,,66,Spring
1989-05-01,22,,60,Spring
1989-05-02,22,,59.5,Spring
1989-05-03,15,-8.152174,56.5,Spring
1989-05-04,19,,53.5,Spring
1989-05-05,25,-2.823077,58.5,Spring
1989-05-06,30,,62.5,Spring
1989-05-07,27,-28.10989,47,Spring
1989-05-08,22,,52,Spring
1989-05-09,13,,56,Spring
1989-05-10,32,,51.5,Spring
1989-05-11,24,-24.683125,53,Spring
1989-05-12,18,,52,Spring
1989-05-13,18,,54,Spring
1989-05-14,21,,62,Spring
1989-05-15,20,-4.5056181,62.5,Spring
1989-05-16,21,,58,Spring
1989-05-17,25,-17.216391,68.5,Spring
1989-05-18,27,,69,Spring
1989-05-19,13,12.352273,70,Spring
1989-05-20,18,,69.5,Spring
1989-05-21,17,,70,Spring
1989-05-22,13,,68,Spring
1989-05-23,22,13.484281,64.5,Spring
1989-05-24,24,,64.5,Spring
1989-05-25,21,,66.5,Spring
1989-05-26,22,,74.5,Spring
1989-05-27,15,51.882355,69.5,Spring
1989-05-28,25,,61.5,Spring
1989-05-29,22,-22.236103,63,Spring
1989-05-30,22,,69.5,Spring
1989-05-31,28,4.5783134,76.5,Spring
1989-06-01,26,,80.5,Spring
1989-06-02,25,,80,Spring
1989-06-03,21,,73.5,Spring
1989-06-04,26,7.7884889,76,Spring
1989-06-05,15,,72.5,Spring
1989-06-06,16,,72.5,Spring
1989-06-07,23,,66,Spring
1989-06-08,13,-12.037974,71,Spring
1989-06-09,18,,72.5,Spring
1989-06-10,17,-9.9433966,72,Spring
1989-06-11,14,,67,Spring
1989-06-12,16,-10.192307,65.5,Spring
1989-06-13,12,,74.5,Spring
1989-06-14,19,,71.5,Spring
1989-06-15,21,,76,Spring
1989-06-16,21,.46098039,75.5,Spring
1989-06-17,12,,72.5,Spring
1989-06-18,17,,72,Spring
1989-06-19,16,,73.5,Spring
1989-06-20,16,19.653334,73,Spring
1989-06-21,23,,76,Spring
1989-06-22,20,-12.785148,76,Spring
1989-06-23,25,,77,Spring
1989-06-24,11,-8.4657536,75.5,Spring
1989-06-25,17,,78,Spring
1989-06-26,16,,82.5,Spring
1989-06-27,21,,82.5,Spring
1989-06-28,18,53.665844,75.5,Spring
1989-06-29,17,,69,Spring
1989-06-30,22,,70,Spring
1989-07-01,13,,69.5,Summer
1989-07-02,20,.56521738,74,Summer
1989-07-03,15,,75.5,Summer
1989-07-04,21,10.515555,75.5,Summer
1989-07-05,14,,76,Summer
1989-07-06,16,-23.731344,77,Summer
1989-07-07,21,,81,Summer
1989-07-08,18,,76.5,Summer
1989-07-09,20,,75.5,Summer
1989-07-10,28,-6.6008897,81,Summer
1989-07-11,22,,86,Summer
1989-07-12,24,,77,Summer
1989-07-13,19,,69,Summer
1989-07-14,20,,72.5,Summer
1989-07-15,16,,72.5,Summer
1989-07-16,18,-10.807693,69.5,Summer
1989-07-17,19,,71,Summer
1989-07-18,13,,72.5,Summer
1989-07-19,21,,72.5,Summer
1989-07-20,25,,77.5,Summer
1989-07-21,20,,78,Summer
1989-07-22,17,2.0667307,82.5,Summer
1989-07-23,17,,84.5,Summer
1989-07-24,25,,82,Summer
1989-07-25,12,,83.5,Summer
1989-07-26,16,21.41791,81.5,Summer
1989-07-27,23,,79,Summer
1989-07-28,28,26.924423,78.5,Summer
1989-07-29,19,,71,Summer
1989-07-30,20,-8.530303,68.5,Summer
1989-07-31,21,,66.5,Summer
1989-08-01,17,,73,Summer
1989-08-02,19,,72.5,Summer
1989-08-03,27,5.2880769,77.5,Summer
1989-08-04,22,,81.5,Summer
1989-08-05,16,,83.5,Summer
1989-08-06,10,,83.5,Summer
1989-08-07,24,,74,Summer
1989-08-08,20,,65.5,Summer
1989-08-09,13,-9.3627338,65,Summer
1989-08-10,21,,67,Summer
1989-08-11,16,11.969231,65.5,Summer
1989-08-12,18,,69,Summer
1989-08-13,26,,76.5,Summer
1989-08-14,21,,75.5,Summer
1989-08-15,17,15.449662,74.5,Summer
1989-08-16,18,,78,Summer
1989-08-17,19,,77,Summer
1989-08-18,22,,71,Summer
1989-08-19,13,-3.8307693,69.5,Summer
1989-08-20,18,,75.5,Summer
1989-08-21,20,6.5055771,78,Summer
1989-08-22,21,,77.5,Summer
1989-08-23,16,12.15625,81.5,Summer
1989-08-24,23,,73.5,Summer
1989-08-25,17,,70,Summer
1989-08-26,20,,72,Summer
1989-08-27,21,4.4117646,73,Summer
1989-08-28,20,,78,Summer
1989-08-29,22,,77.5,Summer
1989-08-30,22,,78.5,Summer
1989-08-31,15,1.09375,71.5,Summer
1989-09-01,22,,73.5,Summer
1989-09-02,15,15.461965,75,Summer
1989-09-03,18,,68,Summer
1989-09-04,17,-25.857143,66.5,Summer
1989-09-05,20,,66,Summer
1989-09-06,22,,70,Summer
1989-09-07,15,,70.5,Summer
1989-09-08,13,27.792698,71.5,Summer
1989-09-09,18,,76,Summer
1989-09-10,19,,79.5,Summer
1989-09-11,18,,80,Summer
1989-09-12,25,28.476191,73.5,Summer
1989-09-13,15,,72.5,Summer
1989-09-14,21,6.4000001,77,Summer
1989-09-15,17,,76.5,Summer
1989-09-16,26,-5.1451612,70,Summer
1989-09-17,18,,72.5,Summer
1989-09-18,23,,65.5,Summer
1989-09-19,15,,63,Summer
1989-09-20,27,-24.677361,72.5,Summer
1989-09-21,15,,80.5,Summer
1989-09-22,19,,78,Summer
1989-09-23,14,,66.5,Summer
1989-09-24,20,-21.854839,52,Summer
1989-09-25,21,,53.5,Summer
1989-09-26,21,-5.5948596,65,Summer
1989-09-27,12,,56,Summer
1989-09-28,16,-19.737705,53.5,Summer
1989-09-29,16,,61.5,Summer
1989-09-30,23,,63.5,Summer
1989-10-01,19,,62.5,Autumn
1989-10-02,22,-16.518036,68,Autumn
1989-10-03,24,,64.5,Autumn
1989-10-04,15,,52,Autumn
1989-10-05,18,,56,Autumn
1989-10-06,19,,61,Autumn
1989-10-07,13,,53,Autumn
1989-10-08,13,-18.018036,47.5,Autumn
1989-10-09,17,,47,Autumn
1989-10-10,32,-8.6000004,49.5,Autumn
1989-10-11,24,,55,Autumn
1989-10-12,18,,59.5,Autumn
1989-10-13,23,,67.5,Autumn
1989-10-14,26,39.01458,67,Autumn
1989-10-15,19,,72,Autumn
1989-10-16,21,,70.5,Autumn
1989-10-17,26,,68,Autumn
1989-10-18,22,46.066666,56.5,Autumn
1989-10-19,18,,51,Autumn
1989-10-20,20,-26.843929,50.5,Autumn
1989-10-21,20,,45.5,Autumn
1989-10-22,17,,53.5,Autumn
1989-10-23,18,,51.5,Autumn
1989-10-24,24,,52.5,Autumn
1989-10-25,17,,55.5,Autumn
1989-10-26,23,35.270729,61.5,Autumn
1989-10-27,22,,61,Autumn
1989-10-28,25,,63,Autumn
1989-10-29,17,,61,Autumn
1989-10-30,21,,59,Autumn
1989-10-31,25,,63.5,Autumn
1989-11-01,21,-10.358036,51,Autumn
1989-11-02,13,,47.5,Autumn
1989-11-03,19,,44.5,Autumn
1989-11-04,24,,40,Autumn
1989-11-05,26,,47,Autumn
1989-11-06,22,,56,Autumn
1989-11-07,24,7.7849402,50,Autumn
1989-11-08,26,,53,Autumn
1989-11-09,22,,57.5,Autumn
1989-11-10,22,,46.5,Autumn
1989-11-11,28,-22.847458,44.5,Autumn
1989-11-12,17,,53.5,Autumn
1989-11-13,25,.42927274,49,Autumn
1989-11-14,35,,63,Autumn
1989-11-15,18,1.0689656,65.5,Autumn
1989-11-16,23,,52.5,Autumn
1989-11-17,32,,38,Autumn
1989-11-18,22,,38.5,Autumn
1989-11-19,19,-12.848036,34,Autumn
1989-11-20,15,,53,Autumn
1989-11-21,31,,38,Autumn
1989-11-22,21,,30,Autumn
1989-11-23,24,,28.5,Autumn
1989-11-24,20,,27.5,Autumn
1989-11-25,23,-12.755982,35,Autumn
1989-11-26,23,,49,Autumn
1989-11-27,21,,42,Autumn
1989-11-28,24,,54,Autumn
1989-11-29,19,,34,Autumn
1989-11-30,27,,33,Autumn
1989-12-01,21,-8.0444565,35,Autumn
1989-12-02,25,,39.5,Autumn
1989-12-03,16,,31.5,Autumn
1989-12-04,27,,26,Autumn
1989-12-05,26,,34,Autumn
1989-12-06,28,,40,Autumn
1989-12-07,31,34.601963,39,Autumn
1989-12-08,21,,25.5,Autumn
1989-12-09,14,,21.5,Autumn
1989-12-10,26,,25,Autumn
1989-12-11,15,,27.5,Autumn
1989-12-12,25,,32.5,Autumn
1989-12-13,15,11.601964,28.5,Autumn
1989-12-14,17,,22,Autumn
1989-12-15,20,,24.5,Autumn
1989-12-16,29,,20,Autumn
1989-12-17,23,,14.5,Autumn
1989-12-18,25,,20,Autumn
1989-12-19,16,4.5171928,16.5,Autumn
1989-12-20,23,,22,Autumn
1989-12-21,27,,18.5,Autumn
1989-12-22,21,,10.5,Autumn
1989-12-23,19,,14,Autumn
1989-12-24,25,,16,Autumn
1989-12-25,20,-18.398035,18,Autumn
1989-12-26,35,,26.5,Autumn
1989-12-27,18,,15.5,Autumn
1989-12-28,33,,29.5,Autumn
1989-12-29,24,,28,Autumn
1989-12-30,24,,35,Autumn
1989-12-31,24,8.3599997,36,Autumn
1990-01-01,24,,40,Winter
1990-01-02,23,,35.5,Winter
1990-01-03,27,,37.5,Winter
1990-01-04,30,,40,Winter
1990-01-05,22,,44.5,Winter
1990-01-06,34,-5.3616118,42.5,Winter
1990-01-07,25,,33.5,Winter
1990-01-08,25,,33,Winter
1990-01-09,29,,37.5,Winter
1990-01-10,22,,44,Winter
1990-01-11,27,,41.5,Winter
1990-01-12,21,-2.7170177,38,Winter
1990-01-13,25,,30.5,Winter
1990-01-14,27,,34.5,Winter
1990-01-15,27,,42,Winter
1990-01-16,28,,47.5,Winter
1990-01-17,29,,51.5,Winter
1990-01-18,31,52.162094,59.5,Winter
1990-01-19,17,,42.5,Winter
1990-01-20,22,,38.5,Winter
1990-01-21,19,,48.5,Winter
1990-01-22,24,,41.5,Winter
1990-01-23,32,,43,Winter
1990-01-24,22,-1.6252687,52,Winter
1990-01-25,28,,51.5,Winter
1990-01-26,20,,43.5,Winter
1990-01-27,29,,38.5,Winter
1990-01-28,21,,47,Winter
1990-01-29,18,,42.5,Winter
1990-01-30,15,-19.742878,43.5,Winter
1990-01-31,29,,42.5,Winter
1990-02-01,28,,43.5,Winter
1990-02-02,18,,52.5,Winter
1990-02-03,28,,44.5,Winter
1990-02-04,17,,40.5,Winter
1990-02-05,28,-22.398035,37,Winter
1990-02-06,28,,46,Winter
1990-02-07,22,,49,Winter
1990-02-08,16,,46,Winter
1990-02-09,25,,51,Winter
1990-02-10,22,,49.5,Winter
1990-02-11,18,-19.174717,37.5,Winter
1990-02-12,29,,40,Winter
1990-02-13,18,,46.5,Winter
1990-02-14,22,,57.5,Winter
1990-02-15,22,,44,Winter
1990-02-16,19,,56,Winter
1990-02-17,19,-11.092592,47,Winter
1990-02-18,23,,32.5,Winter
1990-02-19,20,,50,Winter
1990-02-20,24,,36,Winter
1990-02-21,24,,36.5,Winter
1990-02-22,21,,46.5,Winter
1990-02-23,24,-8.4150944,55.5,Winter
1990-02-24,22,,39.5,Winter
1990-02-25,19,,24.5,Winter
1990-02-26,20,,21,Winter
1990-02-27,21,,27.5,Winter
1990-02-28,19,,37.5,Winter
1990-03-01,23,-6.0566039,36.5,Winter
1990-03-02,29,,38.5,Winter
1990-03-03,23,,51,Winter
1990-03-04,20,,34,Winter
1990-03-05,26,,36.5,Winter
1990-03-06,25,,38,Winter
1990-03-07,23,-.33811814,28,Winter
1990-03-08,22,,32.5,Winter
1990-03-09,24,,46,Winter
1990-03-10,23,,52,Winter
1990-03-11,21,,55.5,Winter
1990-03-12,26,,67,Winter
1990-03-13,24,27.258574,73,Winter
1990-03-14,29,,67.5,Winter
1990-03-15,30,,66.5,Winter
1990-03-16,30,,67,Winter
1990-03-17,14,,61.5,Winter
1990-03-18,17,,54.5,Winter
1990-03-19,25,-22.061764,50,Winter
1990-03-20,30,,37.5,Winter
1990-03-21,16,,44,Winter
1990-03-22,19,,50,Winter
1990-03-23,18,,56,Winter
1990-03-24,12,,37.5,Winter
1990-03-25,23,-21.19945,39.5,Winter
1990-03-26,17,,42,Winter
1990-03-27,24,,38.5,Winter
1990-03-28,27,,39.5,Winter
1990-03-29,22,,45,Winter
1990-03-30,18,,42.5,Winter
1990-03-31,16,-23.292662,44,Winter
1990-04-01,26,,49.5,Spring
1990-04-02,23,,52,Spring
1990-04-03,21,,48,Spring
1990-04-04,16,,42.5,Spring
1990-04-05,25,,53,Spring
1990-04-06,24,-7.0999799,43,Spring
1990-04-07,23,,40,Spring
1990-04-08,14,,40.5,Spring
1990-04-09,25,,46.5,Spring
1990-04-10,33,,58,Spring
1990-04-11,14,,53.5,Spring
1990-04-12,21,-16.980392,41.5,Spring
1990-04-13,11,,39.5,Spring
1990-04-14,22,,48,Spring
1990-04-15,20,,58.5,Spring
1990-04-16,23,,55.5,Spring
1990-04-17,16,,57,Spring
1990-04-18,17,-11.954453,46,Spring
1990-04-19,19,,47.5,Spring
1990-04-20,20,,57,Spring
1990-04-21,21,,60.5,Spring
1990-04-22,29,,60,Spring
1990-04-23,22,,65,Spring
1990-04-24,9,5.4372134,62,Spring
1990-04-25,20,,65,Spring
1990-04-26,24,,79.5,Spring
1990-04-27,24,,77,Spring
1990-04-28,17,,77,Spring
1990-04-29,20,,63.5,Spring
1990-04-30,20,-10.32322,58.5,Spring
1990-05-01,20,,63.5,Spring
1990-05-02,26,,64,Spring
1990-05-03,14,,57.5,Spring
1990-05-04,15,,56,Spring
1990-05-05,24,,63.5,Spring
1990-05-06,27,-8.7358494,58,Spring
1990-05-07,19,,60.5,Spring
1990-05-08,20,,66,Spring
1990-05-09,26,,67.5,Spring
1990-05-10,19,,63.5,Spring
1990-05-11,21,,57,Spring
1990-05-12,22,-8.9911861,52.5,Spring
1990-05-13,22,,64.5,Spring
1990-05-14,28,,65.5,Spring
1990-05-15,18,,63.5,Spring
1990-05-16,16,,71.5,Spring
1990-05-17,27,,74,Spring
1990-05-18,14,1.484296,66,Spring
1990-05-19,17,,63,Spring
1990-05-20,20,,69,Spring
1990-05-21,17,,58.5,Spring
1990-05-22,29,,56,Spring
1990-05-23,23,,58.5,Spring
1990-05-24,14,-14.711864,63,Spring
1990-05-25,23,,62.5,Spring
1990-05-26,19,,63.5,Spring
1990-05-27,22,,61.5,Spring
1990-05-28,17,,62.5,Spring
1990-05-29,25,,57.5,Spring
1990-05-30,17,-23.694916,62.5,Spring
1990-05-31,16,,61,Spring
1990-06-01,25,,66,Spring
1990-06-02,13,,73,Spring
1990-06-03,19,,75.5,Spring
1990-06-04,24,,66,Spring
1990-06-05,15,-3.4183359,60,Spring
1990-06-06,21,,68.5,Spring
1990-06-07,26,,75,Spring
1990-06-08,25,,74,Spring
1990-06-09,25,,80,Spring
1990-06-10,20,,74,Spring
1990-06-11,22,-10.160714,67,Spring
1990-06-12,22,,67.5,Spring
1990-06-13,16,,66.5,Spring
1990-06-14,21,,72.5,Spring
1990-06-15,23,,67.5,Spring
1990-06-16,19,,71.5,Spring
1990-06-17,30,11.181386,74.5,Spring
1990-06-18,23,,76.5,Spring
1990-06-19,22,,76,Spring
1990-06-20,25,,71.5,Spring
1990-06-21,21,,79,Spring
1990-06-22,11,,76.5,Spring
1990-06-23,21,10.099892,76.5,Spring
1990-06-24,18,,70,Spring
1990-06-25,16,,69,Spring
1990-06-26,18,,74.5,Spring
1990-06-27,19,,79,Spring
1990-06-28,15,,81,Spring
1990-06-29,14,25.576271,83,Spring
1990-06-30,21,,83,Spring
1990-07-01,21,,80,Summer
1990-07-02,27,,74,Summer
1990-07-03,17,,76.5,Summer
1990-07-04,26,,82,Summer
1990-07-05,25,11.062006,87,Summer
1990-07-06,21,,80,Summer
1990-07-07,25,,74,Summer
1990-07-08,14,,76.5,Summer
1990-07-09,20,,87,Summer
1990-07-10,26,,85,Summer
1990-07-11,17,12.696304,74,Summer
1990-07-12,18,,77.5,Summer
1990-07-13,19,,64,Summer
1990-07-14,22,,74,Summer
1990-07-15,20,,79,Summer
1990-07-16,21,,75,Summer
1990-07-17,19,13.327586,76.5,Summer
1990-07-18,14,,78.5,Summer
1990-07-19,30,,83.5,Summer
1990-07-20,23,,81,Summer
1990-07-21,24,,79.5,Summer
1990-07-22,22,,79.5,Summer
1990-07-23,22,9.3559322,80.5,Summer
1990-07-24,17,,77,Summer
1990-07-25,29,,77,Summer
1990-07-26,26,,79.5,Summer
1990-07-27,15,,77.5,Summer
1990-07-28,21,,77.5,Summer
1990-07-29,11,-15.661017,77,Summer
1990-07-30,22,,76,Summer
1990-07-31,18,,80,Summer
1990-08-01,25,,71.5,Summer
1990-08-02,22,,72.5,Summer
1990-08-03,13,,75,Summer
1990-08-04,24,12.421417,76,Summer
1990-08-05,8,,75,Summer
1990-08-06,20,,74.5,Summer
1990-08-07,22,,75.5,Summer
1990-08-08,23,,75.5,Summer
1990-08-09,13,,69,Summer
1990-08-10,20,8.5,72.5,Summer
1990-08-11,20,,77.5,Summer
1990-08-12,16,,77,Summer
1990-08-13,19,,80,Summer
1990-08-14,20,,77,Summer
1990-08-15,15,,75,Summer
1990-08-16,23,7.3275862,77,Summer
1990-08-17,24,,76.5,Summer
1990-08-18,25,,76.5,Summer
1990-08-19,12,,78.5,Summer
1990-08-20,18,,65.5,Summer
1990-08-21,24,,65.5,Summer
1990-08-22,21,-12.610169,67,Summer
1990-08-23,21,,68.5,Summer
1990-08-24,20,,74,Summer
1990-08-25,21,,75.5,Summer
1990-08-26,12,,78,Summer
1990-08-27,19,,79,Summer
1990-08-28,19,33.559322,80,Summer
1990-08-29,15,,78,Summer
1990-08-30,14,,72.5,Summer
1990-08-31,16,,71.5,Summer
1990-09-01,20,,72,Summer
1990-09-02,15,,77,Summer
1990-09-03,18,13.96,75.5,Summer
1990-09-04,19,,69.5,Summer
1990-09-05,14,,70,Summer
1990-09-06,10,,77,Summer
1990-09-07,17,,80,Summer
1990-09-08,22,,68.5,Summer
1990-09-09,21,-12.672414,67,Summer
1990-09-10,19,,74.5,Summer
1990-09-11,18,,73.5,Summer
1990-09-12,15,,76,Summer
1990-09-13,26,,70.5,Summer
1990-09-14,14,,71,Summer
1990-09-15,15,.74666667,71,Summer
1990-09-16,21,,63.5,Summer
1990-09-17,18,,56,Summer
1990-09-18,27,,54.5,Summer
1990-09-19,16,,58,Summer
1990-09-20,16,,67.5,Summer
1990-09-21,20,-7.6103897,61,Summer
1990-09-22,32,,67,Summer
1990-09-23,17,,58,Summer
1990-09-24,26,,55.5,Summer
1990-09-25,31,,59,Summer
1990-09-26,14,,58.5,Summer
1990-09-27,21,17.29114,64,Summer
1990-09-28,29,,65.5,Summer
1990-09-29,20,,69.5,Summer
1990-09-30,16,,70,Summer
1990-10-01,16,,61,Autumn
1990-10-02,25,,61.5,Autumn
1990-10-03,15,-.66101694,59,Autumn
1990-10-04,20,,64.5,Autumn
1990-10-05,22,,62.5,Autumn
1990-10-06,16,,69,Autumn
1990-10-07,28,,68,Autumn
1990-10-08,23,,70,Autumn
1990-10-09,17,5.3275862,77.5,Autumn
1990-10-10,23,,73.5,Autumn
1990-10-11,21,,72.5,Autumn
1990-10-12,13,,73,Autumn
1990-10-13,17,,75,Autumn
1990-10-14,18,,70.5,Autumn
1990-10-15,20,-7.9844465,65.5,Autumn
1990-10-16,17,,58,Autumn
1990-10-17,20,,60.5,Autumn
1990-10-18,15,,62,Autumn
1990-10-19,21,,50.5,Autumn
1990-10-20,16,,48.5,Autumn
1990-10-21,25,-12.85,52.5,Autumn
1990-10-22,18,,60.5,Autumn
1990-10-23,18,,63.5,Autumn
1990-10-24,15,,57,Autumn
1990-10-25,21,,55,Autumn
1990-10-26,15,,46.5,Autumn
1990-10-27,19,-16,44,Autumn
1990-10-28,25,,51,Autumn
1990-10-29,24,,46,Autumn
1990-10-30,21,,47.5,Autumn
1990-10-31,22,,56.5,Autumn
1990-11-01,20,,59,Autumn
1990-11-02,19,42.836067,61.5,Autumn
1990-11-03,33,,64,Autumn
1990-11-04,33,,60,Autumn
1990-11-05,26,,58.5,Autumn
1990-11-06,19,,55,Autumn
1990-11-07,18,,44,Autumn
1990-11-08,23,-2.9032259,40,Autumn
1990-11-09,35,,42.5,Autumn
1990-11-10,27,,51.5,Autumn
1990-11-11,37,,47,Autumn
1990-11-12,20,,44,Autumn
1990-11-13,21,,40,Autumn
1990-11-14,25,-19.663158,41.5,Autumn
1990-11-15,17,,50,Autumn
1990-11-16,21,,56.5,Autumn
1990-11-17,27,,49.5,Autumn
1990-11-18,22,,41.5,Autumn
1990-11-19,24,,41,Autumn
1990-11-20,14,-12.670103,45,Autumn
1990-11-21,24,,43.5,Autumn
1990-11-22,22,,45.5,Autumn
1990-11-23,18,,55.5,Autumn
1990-11-24,29,,47.5,Autumn
1990-11-25,27,,56.5,Autumn
1990-11-26,23,-12.806123,54.5,Autumn
1990-11-27,18,,55.5,Autumn
1990-11-28,23,,59.5,Autumn
1990-11-29,17,,54,Autumn
1990-11-30,22,,37,Autumn
1990-12-01,21,,41.5,Autumn
1990-12-02,16,.27000001,45.5,Autumn
1990-12-03,23,,49,Autumn
1990-12-04,29,,47.5,Autumn
1990-12-05,16,,33.5,Autumn
1990-12-06,23,,38.5,Autumn
1990-12-07,22,,41,Autumn
1990-12-08,14,.60655737,45,Autumn
1990-12-09,16,,42.5,Autumn
1990-12-10,30,,46.5,Autumn
1990-12-11,21,,36.5,Autumn
1990-12-12,21,,40.5,Autumn
1990-12-13,19,,51,Autumn
1990-12-14,18,2.3398058,35.5,Autumn
1990-12-15,18,,36.5,Autumn
1990-12-16,20,,43.5,Autumn
1990-12-17,23,,39,Autumn
1990-12-18,12,,54,Autumn
1990-12-19,15,,42.5,Autumn
1990-12-20,22,-21.245901,39,Autumn
1990-12-21,14,,47,Autumn
1990-12-22,25,,55,Autumn
1990-12-23,30,,64,Autumn
1990-12-24,20,,45.5,Autumn
1990-12-25,15,,26,Autumn
1990-12-26,24,-19.672413,30,Autumn
1990-12-27,20,,26.5,Autumn
1990-12-28,17,,32,Autumn
1990-12-29,21,,34.5,Autumn
1990-12-30,18,,52,Autumn
1990-12-31,19,,45.5,Autumn
1991-01-01,25,-28.672413,31,Winter
1991-01-02,26,,37.5,Winter
1991-01-03,19,,35.5,Winter
1991-01-04,20,,33,Winter
1991-01-05,21,,31,Winter
1991-01-06,20,,39.5,Winter
1991-01-07,27,-3.480351,33,Winter
1991-01-08,18,,26,Winter
1991-01-09,19,-19.232143,36,Winter
1991-01-10,22,,39.5,Winter
1991-01-11,20,,33.5,Winter
